SESION;FECHA;TIPO;BOLETIN;SUMA;DETALLE;DIPUTADO;SEXO;PARTIDO;VOTACION;COMISION;INFORME;TRAMITE;PERIODO
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Carmona Soto Lautaro;Masculino;PC;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Carvajal Ambiado Loreto;Femenino;PPD;NO VOTA;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Carvajal Ambiado Loreto;Femenino;PPD;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Castro González Juan Luis;Masculino;PS;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Farcas Guendelman Daniel;Masculino;PPD;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;García García René Manuel;Masculino;RN;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Hasbún Selume Gustavo;Masculino;UDI;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Hasbún Selume Gustavo;Masculino;UDI;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Hernando Pérez Marcela;Femenino;PR;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Letelier Norambuena Felipe;Masculino;PPD;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Macaya Danús Javier;Masculino;UDI;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Melero Abaroa Patricio;Masculino;UDI;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Meza Moncada Fernando;Masculino;PR;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Monckeberg Díaz Nicolás;Masculino;RN;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Monckeberg Díaz Nicolás;Masculino;RN;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Morano Cornejo Juan Enrique;Masculino;DC;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Norambuena Farías Iván;Masculino;UDI;NO VOTA;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Pacheco Rivas Clemira;Femenino;PS;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Pérez Lahsen Leopoldo;Masculino;RN;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Rocafull López Luis;Masculino;PS;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Silva Méndez Ernesto;Masculino;UDI;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
172;17-10-2017;GENERAL;8886-11;Adecua la legislación nacional al estándar del Convenio Marco de la Organización Mundial de Salud para el Control   del Tabaco.;;Torres Jeldes Víctor;Masculino;DC;A FAVOR;Salud;Discusión general;Segundo trámite constitucional;2014-2018
119;17-10-2017;GENERAL;10647-09;Crea una sociedad anónima del Estado denominada `Fondo de Infraestructura S.A.`.;;Venegas Cárdenas Mario;Masculino;DC;A FAVOR;Obras Públicas;Discusión general;Segundo trámite constitucional;2014-2018
151;17-10-2017;GENERAL;11281-13;Crea un seguro para el acompañamiento de niños y niñas que padezcan las enfermedades que indica, y modifica el Código del Trabajo para estos efectos.;;Walker Prieto Matías;Masculino;DC;A FAVOR;Trabajo;Discusión general;Segundo trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Bellolio Avaria Jaime;Masculino;UDI;NO VOTA;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Espinosa Monardes Marcos;Masculino;PR;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;González Torres Rodrigo;Masculino;PPD;ABSTENCION;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Gutiérrez Pino Romilio;Masculino;UDI;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Hoffmann Opazo María José;Femenino;UDI;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Jackson Drago Giorgio;Masculino;RD;EN CONTRA;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Morano Cornejo Juan Enrique;Masculino;DC;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Provoste Campillay Yasna;Femenino;DC;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
320;19-10-2017;GENERAL;11471-04;Introduce diversas modificaciones a la normativa educacional;;Vallejo Dowling Camila;Femenino;PC;NO VOTA;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Aguiló Melo Sergio;Masculino;IC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Arriagada Macaya Claudio;Masculino;DC;ABSTENCION;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Berger Fett Bernardo;Masculino;RN;NO VOTA;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Chávez Velásquez Marcelo;Masculino;DC;NO VOTA;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Farías Ponce Ramón;Masculino;PPD;NO VOTA;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Mirosevic Verdugo Vlado;Masculino;PL;ABSTENCION;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
169;24-10-2017;GENERAL;11350-06;Declara como feriado los días 17 y 18 de enero de 2018 en la región de La Araucanía y en la de Tarapacá, respectivamente, con motivo de la visita del Papa Francisco;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Gobierno Interior;Discusión general;Primer trámite constitucional;2014-2018
120;25-10-2017;PARTICULAR ARTICULO;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Alvarez-Salamanca Ramírez Pedro Pablo;Masculino;UDI;A FAVOR;Recursos Hídricos;Discusión particular;Primer trámite constitucional;2014-2018
120;25-10-2017;PARTICULAR ARTICULO;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Campos Jara Cristián;Masculino;PPD;NO VOTA;Recursos Hídricos;Discusión particular;Primer trámite constitucional;2014-2018
146;25-10-2017;GENERAL;10793-18;Modifica el Código Penal con el objeto de tipificar el delito de incumplimiento del régimen de relación directa y regular de los progenitores o de los abuelos con los hijos o nietos, según corresponda;;Espinosa Monardes Marcos;Masculino;PR;A FAVOR;Familia y Adulto Mayor;Discusión general;Primer trámite constitucional;2014-2018
120;25-10-2017;PARTICULAR ARTICULO;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Farcas Guendelman Daniel;Masculino;PPD;A FAVOR;Recursos Hídricos;Discusión particular;Primer trámite constitucional;2014-2018
146;25-10-2017;GENERAL;10793-18;Modifica el Código Penal con el objeto de tipificar el delito de incumplimiento del régimen de relación directa y regular de los progenitores o de los abuelos con los hijos o nietos, según corresponda;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Familia y Adulto Mayor;Discusión general;Primer trámite constitucional;2014-2018
146;25-10-2017;GENERAL;10793-18;Modifica el Código Penal con el objeto de tipificar el delito de incumplimiento del régimen de relación directa y regular de los progenitores o de los abuelos con los hijos o nietos, según corresponda;;Monckeberg Díaz Nicolás;Masculino;RN;NO VOTA;Familia y Adulto Mayor;Discusión general;Primer trámite constitucional;2014-2018
146;25-10-2017;GENERAL;10793-18;Modifica el Código Penal con el objeto de tipificar el delito de incumplimiento del régimen de relación directa y regular de los progenitores o de los abuelos con los hijos o nietos, según corresponda;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Familia y Adulto Mayor;Discusión general;Primer trámite constitucional;2014-2018
146;25-10-2017;GENERAL;10793-18;Modifica el Código Penal con el objeto de tipificar el delito de incumplimiento del régimen de relación directa y regular de los progenitores o de los abuelos con los hijos o nietos, según corresponda;;Ortiz Novoa José Miguel;Masculino;DC;A FAVOR;Familia y Adulto Mayor;Discusión general;Primer trámite constitucional;2014-2018
120;25-10-2017;PARTICULAR ARTICULO;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Provoste Campillay Yasna;Femenino;DC;A FAVOR;Recursos Hídricos;Discusión particular;Primer trámite constitucional;2014-2018
120;25-10-2017;PARTICULAR ARTICULO;11175-01;Crea el Servicio Nacional Forestal y modifica la Ley General de Urbanismo y Construcciones;;Rathgeb Schifferli Jorge;Masculino;RN;NO VOTA;Recursos Hídricos;Discusión particular;Primer trámite constitucional;2014-2018
